Год постройки,Парковка,Пассажирский лифт,Санузел,Способ продажи,Двор,Тип дома,Долгота,Цена,Грузовой лифт,Тип комнат,Количество комнат,Метро (минут),В доме,Ремонт,Этаж (текущий),Площадь кухни,Широта,Этажей в доме,Общая площадь,Район,Расстояние до центра,Доля жилой площади,Есть консьерж,Есть мусоропровод,Есть газ,Детская площадка,Спорт площадка,Закрытая территория
,Unknown,1,Unknown,Unknown,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.47269,35122500,1,изолированные,2.0,5.0,Unknown,Unknown,3.0,,55.75971,10.0,66.9,2,0.14496274073016435,,0,0,0,1,1,1
2015.0,Unknown,2,совмещенный,свободная,Unknown,панельный,37.595052,11200000,0,изолированные,3.0,31.0,Unknown,евро,7.0,13.0,55.523412,19.0,77.0,0,0.23347932424092746,0.5454545454545454,0,0,0,0,0,0
,подземная,0,Unknown,Unknown,Unknown,монолитный,37.59913,42434539,0,изолированные,2.0,13.0,Unknown,Unknown,9.0,,55.79841,22.0,90.7,3,0.0464408548586232,,0,0,0,0,0,0
1970.0,открытая во дворе,1,раздельный,альтернативная,"детская площадка, спортивная площадка",панельный,37.599328,14200000,0,изолированные,3.0,5.0,"мусоропровод, газ",требует ремонта,6.0,6.0,55.609095,9.0,58.6,0,0.14783850313432997,0.7679180887372014,0,1,1,1,1,0
2022.0,"подземная, открытая во дворе, за шлагбаумом во дворе",1,раздельный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.64137,14500000,1,изолированные,2.0,31.0,мусоропровод,евро,14.0,10.3,55.90248,16.0,51.3,4,0.1485935237485096,0.5633528265107213,0,1,0,1,1,1
1981.0,Unknown,1,раздельный,свободная,Unknown,панельный,37.608544,13399000,0,изолированные,2.0,5.0,Unknown,косметический,2.0,8.2,55.884898,12.0,51.2,4,0.12941524152896278,0.5937499999999999,0,0,0,0,0,0
1981.0,открытая во дворе,1,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.3987236,23200000,1,изолированные,3.0,13.0,мусоропровод,косметический,4.0,9.4,55.79845047,16.0,73.0,2,0.22299314130300846,0.6205479452054794,0,1,0,1,1,0
2000.0,Unknown,0,раздельный,свободная,Unknown,панельный,37.7039,16066000,0,изолированные,3.0,8.0,Unknown,косметический,3.0,10.0,55.679285,17.0,74.5,5,0.11533531646897707,0.6013422818791946,0,0,0,0,0,0
,открытая во дворе,1,совмещенный,альтернативная,Unknown,панельный,37.514877,12300000,1,Unknown,1.0,13.0,мусоропровод,косметический,12.0,10.0,55.849469,16.0,34.1,3,0.13901761143826577,0.5571847507331378,0,1,0,0,0,0
,Unknown,2,совмещенный,договор долевого участия,Unknown,монолитно-кирпичный,37.51821,19618200,1,изолированные,3.0,13.0,Unknown,Unknown,11.0,7.4,55.61277,14.0,70.6,0,0.17417219353272445,0.698300283286119,0,0,0,0,0,0
,Unknown,0,Unknown,Unknown,Unknown,монолитный,37.64584,41276781,0,изолированные,2.0,31.0,Unknown,Unknown,9.0,20.7,55.69117,13.0,78.2,5,0.0705303799791264,0.3695652173913043,0,0,0,0,0,0
2021.0,"подземная, открытая во дворе",1,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитно-кирпичный,37.34882879334345,12100000,1,изолированные,2.0,31.0,Unknown,дизайнерский,14.0,5.0,55.80266225910115,15.0,35.0,2,0.2728260120583853,0.7142857142857143,0,0,0,1,1,1
1966.0,открытая во дворе,0,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.652598,10500000,0,Unknown,1.0,13.0,Unknown,косметический,5.0,6.0,55.626665,5.0,30.1,5,0.1337935283524547,0.6644518272425249,0,0,0,1,1,0
2024.0,"подземная, открытая во дворе",2,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.748457,12490000,1,Unknown,0.0,13.0,консьерж,евро,23.0,,55.818053,25.0,27.0,4,0.14491028416920415,0.6666666666666666,1,0,0,1,1,1
2006.0,"подземная, открытая во дворе",2,"совмещенный, раздельный",свободная,"детская площадка, спортивная площадка",монолитный,37.45107,22500000,1,Unknown,1.0,25.5,"консьерж, мусоропровод",евро,10.0,18.0,55.78116,19.0,60.0,2,0.16844990501630003,0.4166666666666667,1,1,0,1,1,0
,подземная,4,совмещенный,договор долевого участия,"закрытая территория, детская площадка, спортивная площадка",монолитно-кирпичный,37.46223,33116622,0,Unknown,2.0,25.5,Unknown,Unknown,12.0,11.3,55.79072,25.0,56.8,2,0.15924585803091235,0.5246478873239437,0,0,0,1,1,1
2014.0,"подземная, открытая во дворе, за шлагбаумом во дворе",0,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.34364499752651,12600000,1,Unknown,0.0,31.0,газ,дизайнерский,4.0,,55.72711241497538,6.0,46.0,6,0.2754529377494386,,0,0,1,1,1,1
1962.0,"наземная многоуровневая, открытая во дворе",1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.672765,12550000,0,Unknown,1.0,5.0,"мусоропровод, газ",косметический,3.0,6.0,55.783767,9.0,31.6,4,0.061849254757024304,0.5696202531645569,0,1,1,1,1,0
2018.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.59222031,6200000,1,Unknown,1.0,25.5,"консьерж, мусоропровод",косметический,25.0,9.0,55.52553177,27.0,33.0,0,0.23166265648962306,0.48484848484848486,1,1,0,1,1,0
,Unknown,1,совмещенный,свободная,детская площадка,монолитный,37.555436,11500000,2,"изолированные, смежные",2.0,8.0,мусоропровод,евро,2.0,6.0,55.92083,9.0,36.0,3,0.17634983355818873,0.8055555555555556,0,1,0,1,0,0
1993.0,открытая во дворе,1,совмещенный,альтернативная,детская площадка,панельный,37.546677,9250000,1,Unknown,1.0,8.0,Unknown,косметический,1.0,9.0,55.5481,14.0,38.4,0,0.21947519661456322,0.4947916666666667,0,0,0,1,0,0
,подземная,4,совмещенный,договор долевого участия,"закрытая территория, детская площадка, спортивная площадка",монолитно-кирпичный,37.46223,14416348,0,Unknown,0.0,25.5,Unknown,Unknown,5.0,,55.79072,25.0,21.3,2,0.15924585803091235,0.40845070422535207,0,0,0,1,1,1
1970.0,открытая во дворе,0,совмещенный,свободная,Unknown,панельный,37.599328,9000000,0,Unknown,1.0,5.0,Unknown,косметический,3.0,6.7,55.609095,9.0,32.7,0,0.14783850313432997,0.5718654434250764,0,0,0,0,0,0
1960.0,открытая во дворе,0,совмещенный,свободная,"детская площадка, спортивная площадка",кирпичный,37.735647,6900000,0,Unknown,1.0,8.0,газ,косметический,5.0,7.0,55.712609,5.0,32.8,5,0.12570026527418046,0.7621951219512195,0,0,1,1,1,0
1971.0,Unknown,0,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.82474136,13950000,0,изолированные,3.0,8.0,"мусоропровод, газ",евро,2.0,6.0,55.71615219,9.0,59.0,1,0.2109016165429824,0.7457627118644068,0,1,1,1,1,0
2014.0,открытая во дворе,1,совмещенный,свободная,"закрытая территория, детская площадка",панельный,37.556181,12500000,0,Unknown,1.0,5.0,мусоропровод,евро,7.0,8.0,55.860469,17.0,37.5,3,0.12135853131115402,0.5066666666666667,0,1,0,1,0,1
1980.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.802239,8400000,1,Unknown,1.0,31.0,мусоропровод,косметический,9.0,10.0,55.632626,16.0,34.5,1,0.2219535865828679,0.5507246376811594,0,1,0,1,1,0
1971.0,Unknown,1,раздельный,альтернативная,Unknown,панельный,37.832351,9700000,0,изолированные,3.0,25.5,мусоропровод,требует ремонта,1.0,6.0,55.735069,9.0,50.0,1,0.21574931369995082,0.68,0,1,0,0,0,0
,Unknown,0,Unknown,свободная,Unknown,панельный,37.612443,9500000,0,изолированные,2.0,13.0,Unknown,косметический,1.0,6.7,55.601437,12.0,44.4,0,0.15444911918816873,0.6396396396396397,0,0,0,0,0,0
2022.0,открытая во дворе,2,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",панельный,37.589949,7300000,2,Unknown,1.0,31.0,Unknown,евро,18.0,19.0,55.523234,25.0,39.3,0,0.23420401823410208,0.40712468193384227,0,0,0,1,1,1
1965.0,Unknown,1,совмещенный,свободная,Unknown,кирпичный,37.809614,14000000,0,"изолированные, смежные",3.0,13.0,"мусоропровод, газ",евро,6.0,5.6,55.816885,9.0,57.5,1,0.20149628637024541,0.7165217391304348,0,1,1,0,0,0
,открытая во дворе,2,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.80354309,13900000,0,изолированные,2.0,13.0,Unknown,косметический,5.0,9.0,55.75625992,12.0,50.0,1,0.1859436587925295,0.64,0,0,0,1,1,0
1974.0,Unknown,2,раздельный,альтернативная,Unknown,панельный,37.454366,4300000,0,Unknown,0.0,13.0,мусоропровод,косметический,7.0,,55.704839,9.0,19.0,6,0.17100398321969285,0.7263157894736842,0,1,0,0,0,0
1850.0,Unknown,0,совмещенный,свободная,Unknown,кирпичный,37.659838,4540000,0,Unknown,0.0,8.0,Unknown,косметический,3.0,,55.746532,3.0,12.6,5,0.0432428545311219,0.8015873015873016,0,0,0,0,0,0
1973.0,за шлагбаумом во дворе,2,раздельный,свободная,"закрытая территория, детская площадка, спортивная площадка",кирпичный,37.6615,16500000,0,изолированные,2.0,5.0,"мусоропровод, газ",евро,13.0,8.7,55.633145,15.0,53.6,5,0.13027455248435846,0.664179104477612,0,1,1,1,1,1
1932.0,за шлагбаумом во дворе,1,совмещенный,свободная,"закрытая территория, детская площадка",кирпичный,37.657476,6900000,0,Unknown,0.0,8.0,газ,требует ремонта,2.0,,55.76363,7.0,16.5,4,0.040637473789594036,,0,0,1,1,0,1
1970.0,открытая во дворе,1,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.595016,12000000,0,изолированные,2.0,8.0,"мусоропровод, газ",евро,7.0,7.0,55.615268,12.0,44.2,0,0.14233509785010925,0.7466063348416289,0,1,1,1,1,0
,"открытая во дворе, за шлагбаумом во дворе",0,совмещенный,свободная,"закрытая территория, детская площадка",кирпичный,37.59499741,10500000,0,Unknown,0.0,5.0,Unknown,дизайнерский,1.0,,55.77276993,5.0,15.0,3,0.028264033663178808,,0,0,0,1,0,1
1983.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.49002307714287,9900000,1,Unknown,1.0,13.0,мусоропровод,косметический,8.0,20.0,55.884935333248734,16.0,38.0,2,0.18152632189012055,0.21052631578947367,0,1,0,1,1,0
1957.0,открытая во дворе,0,совмещенный,свободная,"детская площадка, спортивная площадка",кирпичный,37.459559,7200000,0,Unknown,0.0,8.0,"мусоропровод, газ",дизайнерский,1.0,,55.683397,5.0,26.3,6,0.1738365671830917,0.7414448669201521,0,1,1,1,1,0
2008.0,Unknown,1,совмещенный,свободная,Unknown,панельный,37.588799,8340000,0,Unknown,1.0,25.5,"консьерж, мусоропровод",евро,17.0,10.0,55.504506,18.0,42.0,0,0.2529390678345297,0.4523809523809524,1,1,0,0,0,0
